"","gutenberg_id","story","line","word"
"249",1597,"THE EMPEROR'S NEW CLOTHES",93,"messenger"
"250",1597,"THE EMPEROR'S NEW CLOTHES",94,"fit"
"251",1597,"THE EMPEROR'S NEW CLOTHES",94,"profitable"
"252",1597,"THE EMPEROR'S NEW CLOTHES",94,"office"
"253",1597,"THE EMPEROR'S NEW CLOTHES",94,"odd"
"254",1597,"THE EMPEROR'S NEW CLOTHES",95,"praised"
"255",1597,"THE EMPEROR'S NEW CLOTHES",95,"stuff"
"256",1597,"THE EMPEROR'S NEW CLOTHES",96,"declared"
"257",1597,"THE EMPEROR'S NEW CLOTHES",96,"delighted"
"258",1597,"THE EMPEROR'S NEW CLOTHES",96,"colors"
"259",1597,"THE EMPEROR'S NEW CLOTHES",97,"patterns"
"260",1597,"THE EMPEROR'S NEW CLOTHES",97,"imperial"
"261",1597,"THE EMPEROR'S NEW CLOTHES",97,"majesty"
"262",1597,"THE EMPEROR'S NEW CLOTHES",98,"sovereign"
"263",1597,"THE EMPEROR'S NEW CLOTHES",98,"returned"
"264",1597,"THE EMPEROR'S NEW CLOTHES",98,"cloth"
"265",1597,"THE EMPEROR'S NEW CLOTHES",98,"weavers"
"266",1597,"THE EMPEROR'S NEW CLOTHES",98,"preparing"
"267",1597,"THE EMPEROR'S NEW CLOTHES",99,"extraordinarily"
"268",1597,"THE EMPEROR'S NEW CLOTHES",99,"magnificent"
"269",1597,"THE EMPEROR'S NEW CLOTHES",101,"city"
"270",1597,"THE EMPEROR'S NEW CLOTHES",101,"talking"
"271",1597,"THE EMPEROR'S NEW CLOTHES",101,"splendid"
"272",1597,"THE EMPEROR'S NEW CLOTHES",101,"cloth"
"273",1597,"THE EMPEROR'S NEW CLOTHES",101,"emperor"
"274",1597,"THE EMPEROR'S NEW CLOTHES",102,"woven"
"275",1597,"THE EMPEROR'S NEW CLOTHES",102,"expense"
"276",1597,"THE EMPEROR'S NEW CLOTHES",104,"emperor"
"277",1597,"THE EMPEROR'S NEW CLOTHES",104,"wished"
"278",1597,"THE EMPEROR'S NEW CLOTHES",104,"costly"
"279",1597,"THE EMPEROR'S NEW CLOTHES",104,"manufacture"
"280",1597,"THE EMPEROR'S NEW CLOTHES",105,"loom"
"281",1597,"THE EMPEROR'S NEW CLOTHES",105,"accompanied"
"282",1597,"THE EMPEROR'S NEW CLOTHES",105,"select"
"283",1597,"THE EMPEROR'S NEW CLOTHES",105,"officers"
"284",1597,"THE EMPEROR'S NEW CLOTHES",106,"court"
"285",1597,"THE EMPEROR'S NEW CLOTHES",106,"honest"
"286",1597,"THE EMPEROR'S NEW CLOTHES",106,"admired"
"287",1597,"THE EMPEROR'S NEW CLOTHES",107,"cloth"
"288",1597,"THE EMPEROR'S NEW CLOTHES",107,"crafty"
"289",1597,"THE EMPEROR'S NEW CLOTHES",107,"impostors"
"290",1597,"THE EMPEROR'S NEW CLOTHES",108,"aware"
"291",1597,"THE EMPEROR'S NEW CLOTHES",108,"emperor's"
"292",1597,"THE EMPEROR'S NEW CLOTHES",108,"approach"
"293",1597,"THE EMPEROR'S NEW CLOTHES",108,"diligently"
"294",1597,"THE EMPEROR'S NEW CLOTHES",109,"pass"
"295",1597,"THE EMPEROR'S NEW CLOTHES",109,"single"
"296",1597,"THE EMPEROR'S NEW CLOTHES",109,"thread"
"297",1597,"THE EMPEROR'S NEW CLOTHES",110,"looms"
"298",1597,"THE EMPEROR'S NEW CLOTHES",112,"absolutely"
"299",1597,"THE EMPEROR'S NEW CLOTHES",112,"magnificent"
"300",1597,"THE EMPEROR'S NEW CLOTHES",112,"officers"
"301",1597,"THE EMPEROR'S NEW CLOTHES",113,"crown"
"302",1597,"THE EMPEROR'S NEW CLOTHES",113,"mentioned"
"303",1597,"THE EMPEROR'S NEW CLOTHES",113,"majesty"
"304",1597,"THE EMPEROR'S NEW CLOTHES",113,"pleased"
"305",1597,"THE EMPEROR'S NEW CLOTHES",114,"splendid"
"306",1597,"THE EMPEROR'S NEW CLOTHES",114,"design"
"307",1597,"THE EMPEROR'S NEW CLOTHES",114,"glorious"
"308",1597,"THE EMPEROR'S NEW CLOTHES",114,"colors"
"309",1597,"THE EMPEROR'S NEW CLOTHES",115,"time"
"310",1597,"THE EMPEROR'S NEW CLOTHES",115,"empty"
"311",1597,"THE EMPEROR'S NEW CLOTHES",115,"frames"
"312",1597,"THE EMPEROR'S NEW CLOTHES",115,"imagined"
"313",1597,"THE EMPEROR'S NEW CLOTHES",116,"exquisite"
"314",1597,"THE EMPEROR'S NEW CLOTHES",116,"piece"
"315",1597,"THE EMPEROR'S NEW CLOTHES",116,"workmanship"
"316",1597,"THE EMPEROR'S NEW CLOTHES",118,"emperor"
"317",1597,"THE EMPEROR'S NEW CLOTHES",119,"terrible"
"318",1597,"THE EMPEROR'S NEW CLOTHES",119,"affair"
"319",1597,"THE EMPEROR'S NEW CLOTHES",119,"simpleton"
"320",1597,"THE EMPEROR'S NEW CLOTHES",119,"unfit"
"321",1597,"THE EMPEROR'S NEW CLOTHES",120,"emperor"
"322",1597,"THE EMPEROR'S NEW CLOTHES",120,"worst"
"323",1597,"THE EMPEROR'S NEW CLOTHES",120,"happen"
"324",1597,"THE EMPEROR'S NEW CLOTHES",120,"cloth"
"325",1597,"THE EMPEROR'S NEW CLOTHES",121,"charming"
"326",1597,"THE EMPEROR'S NEW CLOTHES",121,"aloud"
"327",1597,"THE EMPEROR'S NEW CLOTHES",121,"complete"
"328",1597,"THE EMPEROR'S NEW CLOTHES",121,"approbation"
"329",1597,"THE EMPEROR'S NEW CLOTHES",122,"smiled"
"330",1597,"THE EMPEROR'S NEW CLOTHES",122,"graciously"
"331",1597,"THE EMPEROR'S NEW CLOTHES",122,"looked"
"332",1597,"THE EMPEROR'S NEW CLOTHES",122,"closely"
"333",1597,"THE EMPEROR'S NEW CLOTHES",122,"empty"
"334",1597,"THE EMPEROR'S NEW CLOTHES",122,"looms"
"335",1597,"THE EMPEROR'S NEW CLOTHES",123,"account"
"336",1597,"THE EMPEROR'S NEW CLOTHES",123,"officers"
"337",1597,"THE EMPEROR'S NEW CLOTHES",124,"court"
"338",1597,"THE EMPEROR'S NEW CLOTHES",124,"praised"
"339",1597,"THE EMPEROR'S NEW CLOTHES",124,"retinue"
"340",1597,"THE EMPEROR'S NEW CLOTHES",124,"strained"
"341",1597,"THE EMPEROR'S NEW CLOTHES",124,"eyes"
"342",1597,"THE EMPEROR'S NEW CLOTHES",125,"hoping"
"343",1597,"THE EMPEROR'S NEW CLOTHES",125,"discover"
"344",1597,"THE EMPEROR'S NEW CLOTHES",125,"looms"
"345",1597,"THE EMPEROR'S NEW CLOTHES",126,"exclaimed"
"346",1597,"THE EMPEROR'S NEW CLOTHES",126,"beautiful"
"347",1597,"THE EMPEROR'S NEW CLOTHES",127,"advised"
"348",1597,"THE EMPEROR'S NEW CLOTHES",127,"majesty"
"349",1597,"THE EMPEROR'S NEW CLOTHES",127,"clothes"
"350",1597,"THE EMPEROR'S NEW CLOTHES",127,"splendid"
"351",1597,"THE EMPEROR'S NEW CLOTHES",128,"material"
"352",1597,"THE EMPEROR'S NEW CLOTHES",128,"approaching"
"353",1597,"THE EMPEROR'S NEW CLOTHES",128,"procession"
"354",1597,"THE EMPEROR'S NEW CLOTHES",128,"magnificent"
"355",1597,"THE EMPEROR'S NEW CLOTHES",128,"charming"
"356",1597,"THE EMPEROR'S NEW CLOTHES",129,"excellent"
"357",1597,"THE EMPEROR'S NEW CLOTHES",129,"resounded"
"358",1597,"THE EMPEROR'S NEW CLOTHES",129,"uncommonly"
"359",1597,"THE EMPEROR'S NEW CLOTHES",129,"gay"
"360",1597,"THE EMPEROR'S NEW CLOTHES",130,"emperor"
"361",1597,"THE EMPEROR'S NEW CLOTHES",130,"shared"
"362",1597,"THE EMPEROR'S NEW CLOTHES",130,"satisfaction"
"363",1597,"THE EMPEROR'S NEW CLOTHES",130,"impostors"
"364",1597,"THE EMPEROR'S NEW CLOTHES",131,"riband"
"365",1597,"THE EMPEROR'S NEW CLOTHES",131,"knighthood"
"366",1597,"THE EMPEROR'S NEW CLOTHES",131,"worn"
"367",1597,"THE EMPEROR'S NEW CLOTHES",132,"button"
"368",1597,"THE EMPEROR'S NEW CLOTHES",132,"holes"
"369",1597,"THE EMPEROR'S NEW CLOTHES",132,"title"
"370",1597,"THE EMPEROR'S NEW CLOTHES",132,"gentlemen"
"371",1597,"THE EMPEROR'S NEW CLOTHES",132,"weavers"
"372",1597,"THE EMPEROR'S NEW CLOTHES",134,"rogues"
